name,price,tracking_method,connection_type,max_dpi,hand_orientation,color,image,skip
Logitech G203 Lightsync,20.19,Optical,Wired,8000,Right,Blue,thumbnails/mouse_logitech_g203_lightsync.jpg,0
Asus P704 ROG CHAKRAM,159.99,Optical,Wireless,16000,Right,Black,thumbnails/mouse_asus_p704_rog_chakram.jpg,0
Logitech G203 Prodigy,37.99,Optical,Wired,6000,Right,Black,thumbnails/mouse_logitech_g203_prodigy.jpg,0
Razer Pro Click V2 Vertical,119.99,Optical,"Wired,Wireless",Bluetooth Wireless,30000,thumbnails/mouse_razer_pro_click_v2_vertical.jpg,0,
Logitech G305 LIGHTSPEED,39.99,Optical,"Wired,Wireless",12000,Right,thumbnails/mouse_logitech_g305_lightspeed.jpg,0,
Cooler Master MM711 Matte Black,24.99,Optical,Wired,16000,Right,Black,thumbnails/mouse_cooler_master_mm711_matte_black.jpg,0
Logitech MX MASTER 3,165.32,Laser,Wired,Wired,Wireless,Bluetooth Wireless,thumbnails/mouse_logitech_mx_master_3.jpg,0
A4Tech Bloody V7,34.99,Optical,Wired,3200,Both,Black / Red,thumbnails/mouse_a4tech_bloody_v7.jpg,0
Glorious Model D-,33.99,Optical,Wired,12000,Right,White,thumbnails/mouse_glorious_model_d_.jpg,0
Logitech G102 LIGHTSYNC RGB,45,Optical,Wired,8000,Right,White,thumbnails/mouse_logitech_g102_lightsync_rgb.jpg,0
HP HyperX Pulsefire Haste 2 Mini,49.95,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_hp_hyperx_pulsefire_haste_2_mini.jpg,0,
Asus ROG Gladius III AimPoint,99.99,Optical,"Wired,Wireless",Bluetooth Wireless,36000,thumbnails/mouse_asus_rog_gladius_iii_aimpoint.jpg,0,
EVGA X15 MMO Gaming,51.45,Optical,Wired,16000,Right,Black,thumbnails/mouse_evga_x15_mmo_gaming.jpg,0
SteelSeries Aerox 3 (2022),57.35,Optical,Wired,8500,Right,White,thumbnails/mouse_steelseries_aerox_3__2022_.jpg,0
NZXT Lift 2 Ergo,21.73,Optical,Wired,26000,Right,Black,thumbnails/mouse_nzxt_lift_2_ergo.jpg,0
HP HyperX Pulsefire Haste 2,49.99,Optical,Wired,26000,Right,Black,thumbnails/mouse_hp_hyperx_pulsefire_haste_2.jpg,0
Mad Catz R.A.T. Air,343.69,Optical,"Wired,Wireless",12000,Right,thumbnails/mouse_mad_catz_r_a_t__air.jpg,0,
MCHOSE L7 Ultra,,Optical,"Wired,Wireless",Bluetooth Wireless,42000,thumbnails/mouse_mchose_l7_ultra.jpg,0,
HP HyperX Pulsefire Haste,49.99,Optical,Wired,16000,Right,White / Pink,thumbnails/mouse_hp_hyperx_pulsefire_haste.jpg,0
Keychron M7,49.99,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_keychron_m7.jpg,0,
Razer Naga X,149.99,Optical,Wired,18000,Right,Black,thumbnails/mouse_razer_naga_x.jpg,0
Asus ROG Keris,39.99,Optical,Wired,16000,Right,Black,thumbnails/mouse_asus_rog_keris.jpg,0
Razer DeathAdder Essential,39.99,Optical,Wired,6400,Right,Black / Green,thumbnails/mouse_razer_deathadder_essential.jpg,0
Razer Mamba Elite,94.9,Optical,Wired,16000,Right,Black,thumbnails/mouse_razer_mamba_elite.jpg,0
Endgame Gear XM2 8k,84.99,Optical,Wired,26000,Right,Black,thumbnails/mouse_endgame_gear_xm2_8k.jpg,0
Razer DeathAdder Chroma,,Optical,Wired,10000,Right,Black,thumbnails/mouse_razer_deathadder_chroma.jpg,0
Razer Basilisk,,Optical,Wired,16000,Right,Pink,,0
Cooler Master MM712,34.99,Optical,"Wired,Wireless",Bluetooth Wireless,19000,thumbnails/mouse_cooler_master_mm712.jpg,0,
Logitech G203 Lightsync,19.98,Optical,Wired,8000,Right,Purple,thumbnails/mouse_logitech_g203_lightsync.jpg,0
Logitech Signature M650 L,34.99,Optical,"Wired,Wireless",Bluetooth Wireless,4000,thumbnails/mouse_logitech_signature_m650_l.jpg,0,
Logitech PRO 2 LIGHTSPEED,145.29,Optical,"Wired,Wireless",32000,Both,thumbnails/mouse_logitech_pro_2_lightspeed.jpg,0,
ROCCAT Kone AIMO Remastered,163.78,Optical,Wired,16000,Right,White,thumbnails/mouse_roccat_kone_aimo_remastered.jpg,0
Gigabyte AORUS M5,69.98,Optical,Wired,16000,Right,Black,thumbnails/mouse_gigabyte_aorus_m5.jpg,0
Logitech M240 Silent,19.98,Optical,Bluetooth Wireless,4000,Both,Black,thumbnails/mouse_logitech_m240_silent.jpg,0
Corsair M55 RGB Pro,,Optical,Wired,12400,Both,Black,thumbnails/mouse_corsair_m55_rgb_pro.jpg,0
MSI Clutch GM11,58.43,Optical,Wired,5000,Right,Black,thumbnails/mouse_msi_clutch_gm11.jpg,0
FinalMouse Ultralight Pro,,Optical,Wired,3200,Right,Black,thumbnails/mouse_finalmouse_ultralight_pro.jpg,0
Razer Viper Mini Signature Edition,,Optical,"Wired,Wireless",30000,Right,thumbnails/mouse_razer_viper_mini_signature_edition.jpg,0,
ninjutso Sora V2,,Optical,Wireless,26000,Right,White,thumbnails/mouse_ninjutso_sora_v2.jpg,0
Cooler Master MM311,35.79,Optical,"Wired,Wireless",10000,Right,thumbnails/mouse_cooler_master_mm311.jpg,0,
Keychron M7,49.99,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_keychron_m7.jpg,0,
ROCCAT KONE Pro,54.64,Optical,Wired,19000,Right,Black,thumbnails/mouse_roccat_kone_pro.jpg,0
Logitech MX Ergo S,109.99,Trackball,"Wired,Wireless",Bluetooth Wireless,2048,thumbnails/mouse_logitech_mx_ergo_s.jpg,0,
NZXT Lift Elite,79.98,Optical,"Wired,Wireless",26000,Right,thumbnails/mouse_nzxt_lift_elite.jpg,0,
Razer Basilisk V3 Pro + Wireless Charging Puck,,Optical,"Wired,Wireless",Bluetooth Wireless,30000,thumbnails/mouse_razer_basilisk_v3_pro___wireless_charging_puck.jpg,0,
Logitech G303 SHROUD EDITION,68.7,Optical,Wireless,25000,Right,Black,thumbnails/mouse_logitech_g303_shroud_edition.jpg,0
Keychron M6 1000Hz,,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_keychron_m6_1000hz.jpg,0,
HP HyperX Pulsefire Haste 2 Core,39.5,Optical,Wireless,Bluetooth Wireless,12000,Right,thumbnails/mouse_hp_hyperx_pulsefire_haste_2_core.jpg,0
Cobra Mazer,,Optical,Wired,2500,Right,Black,thumbnails/mouse_cobra_mazer.jpg,0
Logitech G305 LIGHTSPEED,59.99,Optical,"Wired,Wireless",12000,Right,thumbnails/mouse_logitech_g305_lightspeed.jpg,0,
EVGA X20,39.09,Optical,"Wired,Wireless",Bluetooth Wireless,16000,thumbnails/mouse_evga_x20.jpg,0,
Asus ROG Keris AimPoint,61.45,Optical,"Wired,Wireless",Bluetooth Wireless,36000,thumbnails/mouse_asus_rog_keris_aimpoint.jpg,0,
BenQ Zowie FK2-DW,149.99,Optical,Wireless,3200,Right,Black / Red,thumbnails/mouse_benq_zowie_fk2_dw.jpg,0
Glorious Model I,49.99,Optical,Wired,19000,Right,Black / Red,thumbnails/mouse_glorious_model_i.jpg,0
MSI CLUTCH GM50,74.98,Optical,Wired,7200,Right,Black,thumbnails/mouse_msi_clutch_gm50.jpg,0
Logitech PRO Wireless,,Optical,Wireless,25600,Both,Black,thumbnails/mouse_logitech_pro_wireless.jpg,0
Verbatim 99767 Commuter,9.21,Optical,Wireless,,Both,Red / Black,thumbnails/mouse_verbatim_99767_commuter.jpg,0
Pulsar X3,99.95,Optical,"Wired,Wireless",32000,Right,thumbnails/mouse_pulsar_x3.jpg,0,
Logitech G305 LIGHTSPEED,37.99,Optical,"Wired,Wireless",12000,Right,thumbnails/mouse_logitech_g305_lightspeed.jpg,0,
Glorious Model O 2,49.99,Optical,Wired,26000,Right,Black,thumbnails/mouse_glorious_model_o_2.jpg,0
Cherry MC 1000,9.94,Optical,Wired,1200,Both,Black,thumbnails/mouse_cherry_mc_1000.jpg,0
Logitech Signature M650,39.99,Optical,"Wired,Wireless",Bluetooth Wireless,4000,thumbnails/mouse_logitech_signature_m650.jpg,0,
Logitech M170,14.99,Optical,"Wired,Wireless",1000,Both,thumbnails/mouse_logitech_m170.png,0,
NZXT Lift 2 Ergo,19.24,Optical,Wired,26000,Right,White,thumbnails/mouse_nzxt_lift_2_ergo.jpg,0
YEYIAN Sabre 1001,15.99,Optical,Wired,3200,Right,Black,thumbnails/mouse_yeyian_sabre_1001.jpg,0
MSI CLUTCH,48.48,Optical,Wired,6400,Right,Black,thumbnails/mouse_msi_clutch.jpg,0
Pulsar X3 Mini,99.95,Optical,"Wired,Wireless",32000,Right,thumbnails/mouse_pulsar_x3_mini.jpg,0,
SteelSeries Sensei RAW,,Laser,Wired,5700,Both,Black,thumbnails/mouse_steelseries_sensei_raw.jpg,0
Logitech G502 Hero K/DA,,Optical,Wired,25600,Right,White / Blue,thumbnails/mouse_logitech_g502_hero_k_da.jpg,0
Logitech G403 Prodigy,56.23,Optical,Wired,12000,Right,Black,thumbnails/mouse_logitech_g403_prodigy.jpg,0
UtechSmart Venus,27.89,Laser,Wired,16400,Right,Black,thumbnails/mouse_utechsmart_venus.jpg,0
Razer Diamondback,49.99,Laser,Wired,16000,Both,Black,thumbnails/mouse_razer_diamondback.jpg,0
SteelSeries Prime Wireless,,Optical,Wireless,18000,Right,Black,thumbnails/mouse_steelseries_prime_wireless.jpg,0
Kensington K72356US,12.95,Optical,Wired,,Both,Black,thumbnails/mouse_kensington_k72356us.jpg,0
Logitech MX Master,198,Optical,Wireless,1600,Right,Black / Copper,thumbnails/mouse_logitech_mx_master.jpg,0
ROCCAT Burst Pro,,Optical,Wired,16000,Right,Black,thumbnails/mouse_roccat_burst_pro.jpg,0
Dell Alienware AW610M,82.99,Optical,Wired,16000,Right,Black,thumbnails/mouse_dell_alienware_aw610m.jpg,0
Redragon Centrophorus M601,,Optical,Wired,2000,Right,Black / Red,thumbnails/mouse_redragon_centrophorus_m601.jpg,0
ROCCAT KONE Pro Air,69.98,Optical,Wireless,19000,Right,White,thumbnails/mouse_roccat_kone_pro_air.jpg,0
Swiftpoint Z2,,Optical,Wired,26000,Right,Black,thumbnails/mouse_swiftpoint_z2.jpg,0
Endgame Gear XM2we,59.99,Optical,"Wired,Wireless",19000,Right,thumbnails/mouse_endgame_gear_xm2we.jpg,0,
Endgame Gear XM2we,59.99,Optical,"Wired,Wireless",19000,Right,thumbnails/mouse_endgame_gear_xm2we.jpg,0,
HP Pavilion 300,9.99,Optical,Wired,5000,Both,Black / Green,thumbnails/mouse_hp_pavilion_300.jpg,0
Logitech M510,29.99,Laser,Wireless,1000,Right,Black,thumbnails/mouse_logitech_m510.jpg,0
Razer Viper,99.95,Optical,Wired,16000,Both,Pink / Gray,thumbnails/mouse_razer_viper.jpg,0
Razer Basilisk Ultimate,199.99,Optical,Wireless,20000,Right,Black,thumbnails/mouse_razer_basilisk_ultimate.jpg,0
SteelSeries Aerox 3,79,Optical,Wired,8500,Right,Black,thumbnails/mouse_steelseries_aerox_3.jpg,0
Asus ProArt Mouse MD300,99.99,Optical,"Wired,Wireless",Bluetooth Wireless,4200,thumbnails/mouse_asus_proart_mouse_md300.jpg,0,
Logitech MX Anywhere 3S,79.99,Laser,"Wired,Wireless",Bluetooth Wireless,8000,thumbnails/mouse_logitech_mx_anywhere_3s.jpg,0,
Corsair M65 PRO RGB FPS,,Optical,Wired,12000,Right,Black,thumbnails/mouse_corsair_m65_pro_rgb_fps.jpg,0
Pwnage Stormbreaker,,Optical,"Wired,Wireless",26000,Right,thumbnails/mouse_pwnage_stormbreaker.jpg,0,
Corsair M55,49.99,Optical,Wireless,Bluetooth Wireless,24000,Right,thumbnails/mouse_corsair_m55.jpg,0
Glorious Model O-,49.49,Optical,Wired,12000,Right,White,thumbnails/mouse_glorious_model_o_.jpg,0
Pulsar X2H Mini,,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_pulsar_x2h_mini.jpg,0,
Logitech M170,11.39,Optical,"Wired,Wireless",1000,Both,thumbnails/mouse_logitech_m170.png,0,
Logitech MX Anywhere 3S,79.98,Laser,"Wired,Wireless",Bluetooth Wireless,8000,thumbnails/mouse_logitech_mx_anywhere_3s.jpg,0,
Logitech MX518,249.95,Optical,Wired,16000,Right,Black,thumbnails/mouse_logitech_mx518.jpg,0
Razer Cobra Pro w/Dock Pro,169.99,Optical,"Wired,Wireless",Bluetooth Wireless,30000,thumbnails/mouse_razer_cobra_pro_w_dock_pro.jpg,0,
Logitech 910-006581,99.99,Laser,Wired,Wired,Wireless,Bluetooth Wireless,thumbnails/mouse_logitech_910_006581.jpg,0
HP HyperX Pulsefire Haste 2,89.99,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_hp_hyperx_pulsefire_haste_2.jpg,0,
Razer Viper Ultimate,104.99,Optical,Wireless,20000,Both,White / Gray,thumbnails/mouse_razer_viper_ultimate.jpg,0
Mad Catz The Authentic R.A.T 8+,99.99,Optical,Wired,16000,Right,Black,thumbnails/mouse_mad_catz_the_authentic_r_a_t_8_.jpg,0
Asus TUF Gaming M3,,Optical,Wired,7000,Right,Black,thumbnails/mouse_asus_tuf_gaming_m3.jpg,0
Endgame Gear OP1we,89.99,Optical,"Wired,Wireless",19000,Right,thumbnails/mouse_endgame_gear_op1we.jpg,0,
Logitech T650,266.63,Touchpad,Wireless,,Both,Silver,thumbnails/mouse_logitech_t650.jpg,0
Logitech Signature M650,33.9,Optical,"Wired,Wireless",Bluetooth Wireless,4000,thumbnails/mouse_logitech_signature_m650.jpg,0,
Asus ROG Gladius III Wireless AimPoint EVA-02 Edition,,Optical,"Wired,Wireless",Bluetooth Wireless,36000,thumbnails/mouse_asus_rog_gladius_iii_wireless_aimpoint_eva_02_edit.jpg,0,
Logitech M240 Silent,22.99,Optical,Bluetooth Wireless,4000,Both,White,thumbnails/mouse_logitech_m240_silent.jpg,0
Redragon M990,,Laser,Wired,24000,Right,Black,thumbnails/mouse_redragon_m990.jpg,0
Logitech G403 Prodigy,149.99,Optical,Wireless,12000,Right,Black,thumbnails/mouse_logitech_g403_prodigy.jpg,0
Cooler Master MM730,43,Optical,Wired,16000,Right,White / Gray,thumbnails/mouse_cooler_master_mm730.jpg,0
Keychron M3 Mini,,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_keychron_m3_mini.jpg,0,
Logitech M185,13.99,Laser,Wireless,,Both,Black,thumbnails/mouse_logitech_m185.jpg,0
Mad Catz R.A.T. Pro X3,219.99,Optical,Wired,16000,Right,Black,thumbnails/mouse_mad_catz_r_a_t__pro_x3.jpg,0
TeckNet M268-Black,,Optical,Wired,3000,Right,Black,thumbnails/mouse_tecknet_m268_black.jpg,0
Razer Lancehead,221.15,Laser,Wireless,16000,Both,Black / Green,thumbnails/mouse_razer_lancehead.jpg,0
Logitech G603,,Optical,Wireless,12000,Right,Black,thumbnails/mouse_logitech_g603.jpg,0
Corsair M75 AIR,59.99,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_corsair_m75_air.jpg,0,
Logitech G700,,Laser,Wireless,5700,Right,Black,thumbnails/mouse_logitech_g700.jpg,0
Corsair Harpoon RGB,64.98,Optical,Wired,6000,Right,Black,thumbnails/mouse_corsair_harpoon_rgb.jpg,0
Corsair M65 RGB ELITE,59.99,Optical,Wired,17995,Right,White,thumbnails/mouse_corsair_m65_rgb_elite.jpg,0
ninjutso Sora V2,,Optical,Wireless,26000,Right,Black,thumbnails/mouse_ninjutso_sora_v2.jpg,0
HP HyperX Pulsefire Haste 2 Mini,49.99,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_hp_hyperx_pulsefire_haste_2_mini.jpg,0,
Corsair KATAR PRO,37.99,Optical,Wireless,10000,Right,Black,thumbnails/mouse_corsair_katar_pro.jpg,0
Anker AK-98ANWVM-UBA,29.99,Optical,Wireless,1600,Right,Black,thumbnails/mouse_anker_ak_98anwvm_uba.jpg,0
Rosewill RGM-300,,Optical,Wired,1000,Right,Black,thumbnails/mouse_rosewill_rgm_300.jpg,0
Kensington K76801WW,420.35,Optical,"Wired,Wireless",1000,Both,thumbnails/mouse_kensington_k76801ww.jpg,0,
Razer Basilisk,93,Optical,Wired,16000,Right,Black / Green,,0
Adesso IMOUSE X1,11.99,Optical,Wired,3200,Right,Silver / Black,thumbnails/mouse_adesso_imouse_x1.jpg,0
Logitech M310,16.88,Laser,Wireless,,Both,Black / Blue,thumbnails/mouse_logitech_m310.jpg,0
HP HyperX Pulsefire Surge,52.49,Optical,Wired,16000,Right,Black,thumbnails/mouse_hp_hyperx_pulsefire_surge.jpg,0
Logitech LIFT,77.98,Optical,Wireless,Bluetooth Wireless,4000,Right,thumbnails/mouse_logitech_lift.jpg,0
Logitech M500S,29.99,Optical,Wired,4000,Right,Black / Silver,thumbnails/mouse_logitech_m500s.jpg,0
SteelSeries Rival 310,,Optical,Wired,12000,Right,Black,,0
Verbatim 70235,8.99,Optical,Wired,,Both,Purple / Black,thumbnails/mouse_verbatim_70235.jpg,0
Asus ROG GLADIUS II CORE,49.99,Optical,Wired,6200,Right,Black,thumbnails/mouse_asus_rog_gladius_ii_core.jpg,0
Lamzu Maya X,,Optical,"Wired,Wireless",30000,Right,thumbnails/mouse_lamzu_maya_x.jpg,0,
Razer Pro Click,98,Optical,Wireless,16000,Right,White,thumbnails/mouse_razer_pro_click.jpg,0
Logitech G Pro Shroud,73.73,Optical,"Wired,Wireless",25600,Both,thumbnails/mouse_logitech_g_pro_shroud.jpg,0,
Asus ROG Strix Impact III,67.41,Optical,Wired,12000,Right,Black,thumbnails/mouse_asus_rog_strix_impact_iii.jpg,0
Asus ROG Gladius III,56,Optical,Wireless,26000,Right,Black,thumbnails/mouse_asus_rog_gladius_iii.jpg,0
Endgame Gear XM2w 4k,126.49,Optical,"Wired,Wireless",26000,Right,thumbnails/mouse_endgame_gear_xm2w_4k.jpg,0,
Kensington 64325,69.87,Trackball,Wired,,Both,Black,thumbnails/mouse_kensington_64325.jpg,0
Anker AK-98ANWVM-BA,25.99,Optical,Wired,1000,Right,Black,thumbnails/mouse_anker_ak_98anwvm_ba.jpg,0
HP HyperX Pulsefire FPS Pro,,Optical,Wired,16000,Right,Black,thumbnails/mouse_hp_hyperx_pulsefire_fps_pro.jpg,0
Glorious Model O 2,49.99,Optical,Wired,26000,Right,White,thumbnails/mouse_glorious_model_o_2.jpg,0
SteelSeries Aerox 3 (2022),53.99,Optical,Wired,8500,Right,Black,thumbnails/mouse_steelseries_aerox_3__2022_.jpg,0
Asus ROG Spatha,,Laser,Wireless,8200,Right,Black,thumbnails/mouse_asus_rog_spatha.jpg,0
Logitech MX Master 3,,Laser,Wireless,4000,Right,Black,thumbnails/mouse_logitech_mx_master_3.jpg,0
Corsair SABRE RGB PRO WIRELESS CHAMPION SERIES,,Optical,Wireless,26000,Right,Black,thumbnails/mouse_corsair_sabre_rgb_pro_wireless_champion_series.jpg,0
Logitech G Pro X Superlight,149.99,Optical,Wireless,25400,Right,Red,thumbnails/mouse_logitech_g_pro_x_superlight.jpg,0
ROCCAT Kone XP Air,,Optical,"Wired,Wireless",Bluetooth Wireless,19000,thumbnails/mouse_roccat_kone_xp_air.jpg,0,
Lamzu Atlantis OG,,Optical,"Wired,Wireless",26000,Right,thumbnails/mouse_lamzu_atlantis_og.jpg,0,
Keychron M6 1000Hz,,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_keychron_m6_1000hz.jpg,0,
Razer Pro Click V2,98.64,Optical,"Wired,Wireless",Bluetooth Wireless,30000,thumbnails/mouse_razer_pro_click_v2.jpg,0,
Endgame Gear XM1r,29,Optical,Wired,19000,Right,Translucent Black / Black,thumbnails/mouse_endgame_gear_xm1r.jpg,0
Logitech Signature M650 L,20,Optical,"Wired,Wireless",Bluetooth Wireless,4000,thumbnails/mouse_logitech_signature_m650_l.jpg,0,
MSI CLUTCH,25.5,Optical,Wired,6400,Right,Black,thumbnails/mouse_msi_clutch.jpg,0
Logitech G PRO Hero,69.99,Optical,Wired,25600,Right,Black,thumbnails/mouse_logitech_g_pro_hero.jpg,0
Cooler Master MM711 Matte White,31,Optical,Wired,16000,Right,White,thumbnails/mouse_cooler_master_mm711_matte_white.jpg,0
Xtrfy M42 RGB,89.99,Optical,"Wired,Wireless",16000,Right,thumbnails/mouse_xtrfy_m42_rgb.jpg,0,
Corsair Scimitar Elite SE,139.99,Optical,Wireless,Bluetooth Wireless,33000,Right,thumbnails/mouse_corsair_scimitar_elite_se.jpg,0
ROCCAT KONE Pro Air,69.98,Optical,Wireless,19000,Right,Black,thumbnails/mouse_roccat_kone_pro_air.jpg,0
Gigabyte AORUS M6,,Optical,"Wired,Wireless",26000,Both,thumbnails/mouse_gigabyte_aorus_m6.jpg,0,
MSI Clutch GM20 Elite,,Optical,Wired,6400,Right,Black,thumbnails/mouse_msi_clutch_gm20_elite.jpg,0
Logitech G700s,,Laser,Wireless,8200,Right,Black,thumbnails/mouse_logitech_g700s.jpg,0
Corsair M65 RGB,,Laser,Wired,8200,Right,Black,thumbnails/mouse_corsair_m65_rgb.jpg,0
Razer Naga Chroma,,Laser,Wired,16000,Right,Black,thumbnails/mouse_razer_naga_chroma.jpg,0
Asus ROG Gladius II,,Optical,Wired,12000,Right,Black,thumbnails/mouse_asus_rog_gladius_ii.jpg,0
Redragon M801P Sniper Pro,,Optical,Wired,16000,Right,Black,thumbnails/mouse_redragon_m801p_sniper_pro.jpg,0
Logitech LIFT,64.98,Optical,Wireless,Bluetooth Wireless,4000,Right,thumbnails/mouse_logitech_lift.jpg,0
Logitech M190,14.99,Optical,"Wired,Wireless",1000,Both,thumbnails/mouse_logitech_m190.jpg,0,
Endgame Gear XM2 8k White Frost,84.99,Optical,Wired,26000,Right,White / Gray,thumbnails/mouse_endgame_gear_xm2_8k_white_frost.jpg,0
Endgame Gear XM2w 4k,129.99,Optical,Wireless,26000,Right,Black / Gray,thumbnails/mouse_endgame_gear_xm2w_4k.jpg,0
Logitech MX Ergo,82.95,Optical,Wireless,440,Right,Black,thumbnails/mouse_logitech_mx_ergo.jpg,0
Razer Pro Click Mini,49,Optical,Wireless,Bluetooth Wireless,12000,Right,thumbnails/mouse_razer_pro_click_mini.jpg,0
A4Tech D-312,12.99,Optical,Wired,1000,Both,Black,thumbnails/mouse_a4tech_d_312.jpg,0
Logitech G203 PRODIGY,34.99,Optical,Wired,6000,Right,White,thumbnails/mouse_logitech_g203_prodigy.jpg,0
GameMax Tornado,,Optical,Wired,2000,Right,Black,thumbnails/mouse_gamemax_tornado.jpg,0
MSI CLUTCH,45,Optical,Wireless,6400,Right,Black,thumbnails/mouse_msi_clutch.jpg,0
Glorious MODEL O GLOSSY,,Optical,Wired,12000,Right,White,thumbnails/mouse_glorious_model_o_glossy.jpg,0
Logitech M240 Silent,22.99,Optical,Bluetooth Wireless,4000,Both,Pink,thumbnails/mouse_logitech_m240_silent.jpg,0
Logitech M570,129,Trackball,Wireless,,Right,Black,thumbnails/mouse_logitech_m570.jpg,0
Dell MS116,14.99,Optical,Wired,1000,Both,Black,thumbnails/mouse_dell_ms116.jpg,0
SteelSeries Rival 710,169.99,Optical,Wired,16000,Right,Black,thumbnails/mouse_steelseries_rival_710.jpg,0
Razer Naga Left-Handed Edition,,Optical,Wired,20000,Left,Black,thumbnails/mouse_razer_naga_left_handed_edition.jpg,0
Cherry JM-0300,15.99,Optical,Wired,1000,Both,Black,thumbnails/mouse_cherry_jm_0300.jpg,0
Logitech G300S,,Optical,Wired,2500,Both,Black / Blue,thumbnails/mouse_logitech_g300s.jpg,0
A4Tech Bloody AL90,59.99,Laser,Wired,,Right,Black,thumbnails/mouse_a4tech_bloody_al90.jpg,0
Zowie EC2-A,,Optical,Wired,3200,Right,Black,thumbnails/mouse_zowie_ec2_a.jpg,0
ROCCAT Kone AIMO,,Optical,Wired,12000,Right,Black,thumbnails/mouse_roccat_kone_aimo.jpg,0
SteelSeries Rival 110,139.89,Optical,Wired,7200,Right,Black,thumbnails/mouse_steelseries_rival_110.jpg,0
BenQ Zowie EC2-B,,Optical,Wired,3200,Right,Black,thumbnails/mouse_benq_zowie_ec2_b.jpg,0
Asus ROG GLADIUS II ORIGIN PNK LTD,140,Optical,Wired,12000,Right,Pink / White,thumbnails/mouse_asus_rog_gladius_ii_origin_pnk_ltd.jpg,0
Pulsar Xlite V3 Large,,Optical,"Wired,Wireless",2600,Right,thumbnails/mouse_pulsar_xlite_v3_large.jpg,0,
Keychron M5,,Optical,"Wired,Wireless",Bluetooth Wireless,30000,thumbnails/mouse_keychron_m5.jpg,0,
Logitech TrackMan,399.95,Trackball,Wireless,,Right,Black / Silver,thumbnails/mouse_logitech_trackman.jpg,0
Glorious MODEL O GLOSSY,,Optical,Wired,12000,Right,Black,thumbnails/mouse_glorious_model_o_glossy.jpg,0
BenQ Zowie S2-DW,149.99,Optical,Wireless,3200,Right,Black / Red,thumbnails/mouse_benq_zowie_s2_dw.jpg,0
Cooler Master MM731,61.42,Optical,Wireless,19000,Right,Black,thumbnails/mouse_cooler_master_mm731.jpg,0
Sabrent MS-WRCH,9.99,Optical,Wireless,1600,Right,Black,thumbnails/mouse_sabrent_ms_wrch.jpg,0
Keychron M3,49,Optical,"Wired,Wireless",Bluetooth Wireless,26000,thumbnails/mouse_keychron_m3.jpg,0,
Razer DeathAdder,196.73,Laser,Wired,3500,Left,Black,,0
Genius DX 110,12.42,Optical,Wired,1000,Both,Black,thumbnails/mouse_genius_dx_110.jpg,0
HP HyperX Pulsefire Haste 2,49.99,Optical,Wired,3200,Right,White,thumbnails/mouse_hp_hyperx_pulsefire_haste_2.jpg,0
Pulsar X3 Mini,99.95,Optical,"Wired,Wireless",32000,Right,thumbnails/mouse_pulsar_x3_mini.jpg,0,
Sabrent MS-WSML,11.99,Optical,Wireless,1200,Right,Black,thumbnails/mouse_sabrent_ms_wsml.jpg,0
MCHOSE L7 Ultra,,Optical,"Wired,Wireless",Bluetooth Wireless,42000,thumbnails/mouse_mchose_l7_ultra.jpg,0,
Logitech MX518,249.95,Optical,Wired,1800,Right,Black / Silver,thumbnails/mouse_logitech_mx518.jpg,0
Logitech G600 MMO Gaming Mouse,,Laser,Wired,8200,Right,White / Black,thumbnails/mouse_logitech_g600_mmo_gaming_mouse.jpg,0
